label,problem
bài toán năng suất công việc,theo kế hoạch hai tổ phải sản xuất 720 sản phẩm do ảnh hưởng của dich covid 19 nên tổ một bị giảm mức 18 tổ hai giảm mức 20 so với kế hoạch do đó cả hai tổ chỉ sản xuất được 582 sản phẩm tính số sản phẩm mỗi tổ phải làm theo kế hoạch 
bài toán năng suất công việc,hai đội xe có tổng số 55 chiếc được giao nhiệm vụ vận chuyển 675 tấn hàng từ thiện để giúp đỡ các địa phương bị ảnh hưởng bởi dịch covid19 biết mỗi xe của đội i phải chở 15 tấn hàng mỗi xe của đội ii phải chở 10 tấn hàng tính số xe của mỗi đội 
bài toán năng suất công việc,một phân xưởng theo kế hoạch phải dệt 3000 tấm vải để làm khẩu trang phục vụ các đơn vị tuyến đầu chống dịch trong 8 ngày đầu họ đã thực hiện được đúng kế hoạch những ngày còn lại do nhu cầu cung cấp tăng lên họ đã dệt vượt mức mỗi ngày 10 tấm nên đã hoàn thành kế hoạch trước 2 ngày hỏi theo kế hoạch mỗi ngày phân xưởng phải dệt bao nhiêu tấm vải 
bài toán năng suất công việc,thực hiện kế hoạch mùa hè xanh lớp 9a được phân công trồng 420 cây lớp dự định chia đều số cây trồng cho mỗi học sinh trong lớp đến giờ trồng cây có 5 bạn vắng vì vậy mỗi bạn phải trồng thêm 2 cây nữa so với dự định hỏi số học sinh của lớp 9a 
bài toán năng suất công việc,một địa phương cấy 10ha giống lúa loại i 8ha giống lúa loại ii sau một mùa vụ địa phương đó thu hoạch tính toán sản lượng thấy tổng sản lượng của hai giống lúa thu về là 139 tấn  sản lượng thu về từ 4ha giống lúa loại i nhiều hơn sản lượng thu về từ 3ha giống lúa loại ii là 6 tấn hãy tính năng suất lúa trung bình đơn vị tấn ha của mỗi loại giống lúa 
bài toán năng suất công việc,người ta nuôi cá trong một bể xây mặt bể là hình chữ nhật chiều dài 60 m chiều rộng 40m trên mỗi đơn vị diện tích mặt bể người ta thả 12 con cá giống đến mỗi kỳ thu hoạch trung bình mỗi con cá cân nặng 240g khi bán khoảng 30000 đồngkg thấy lãi qua kỳ thu hoạch này là 100 triệu hỏi vốn mua cá giống các chi phí trong đợt này chiếm bao nhiêu phần trăm so với giá bán làm tròn 1 chữ số thập phân 
bài toán năng suất công việc, một đội xe vận chuyển 180 tấn gạo ban đầu họ định dùng một số xe sau đó được bổ sung thêm 6 xe nữa nhờ vậy mỗi xe chở ít hơn 3 tấn so với dự kiến hỏi ban đầu đội xe có bao nhiêu chiếc
bài toán năng suất công việc, một vòi nước một ống dẫn cùng chảy vào một bể không có nước sau 3 giờ 20 phút bể đầy nước nếu chảy riêng vòi nước đầy bể nhanh hơn ống dẫn 2 giờ 30 phút tính thời gian mỗi vòi chảy riêng để đầy bể
bài toán năng suất công việc, hai tổ sản xuất được giao hoàn thành 120 sản phẩm tổ i vượt kế hoạch 10 sản phẩm tổ ii vượt kế hoạch 15 sản phẩm tổng cộng họ làm được 145 sản phẩm hỏi theo kế hoạch mỗi tổ phải làm bao nhiêu sản phẩm
bài toán năng suất công việc, trong tháng đầu tiên hai tổ sản xuất được 900 sản phẩm sang tháng thứ hai tổ i vượt mức 120 sản phẩm tổ ii vượt mức 180 sản phẩm tổng cộng họ làm được 1200 sản phẩm tính số sản phẩm mỗi tổ sản xuất trong tháng đầu
bài toán năng suất công việc, một đội xe dự định chở hết 160 tấn hàng trong một số ngày mỗi ngày họ chở vượt 7 tấn so với kế hoạch nên hoàn thành sớm hơn 1 ngày chở thêm 7 tấn hỏi theo kế hoạch đội xe chở hết số hàng trong bao nhiêu ngày
bài toán năng suất công việc, một đội xe cần vận chuyển 200 tấn hàng khi sắp khởi hành họ được bổ sung thêm 5 xe nhờ vậy mỗi xe chở ít hơn 2 tấn so với dự kiến hỏi ban đầu đội xe có bao nhiêu chiếc
bài toán năng suất công việc, một đoàn xe dự định điều một số xe cùng loại để vận chuyển 50 tấn hàng khi sắp khởi hành đoàn xe được giao thêm 20 tấn nữa phải điều thêm 3 xe mỗi xe chở thêm 5 tấn tìm số lượng xe dự định
bài toán năng suất công việc, hai vòi nước cùng chảy vào một bể đầy trong 6 giờ nếu chảy riêng vòi thứ nhất nhanh hơn vòi thứ hai 5 giờ tính thời gian mỗi vòi chảy riêng để đầy bể
bài toán năng suất công việc, một đội xe vận chuyển 140 tấn gạo ban đầu họ định dùng một số xe sau đó được bổ sung thêm 7 xe nhờ vậy mỗi xe chở ít hơn 2 tấn so với dự kiến hỏi ban đầu đội xe có bao nhiêu chiếc
bài toán năng suất công việc, một vòi nước một ống dẫn cùng chảy vào một bể sau 2 giờ 45 phút bể đầy nước nếu chảy riêng vòi nước đầy bể nhanh hơn ống dẫn 1 giờ 30 phút tính thời gian mỗi vòi chảy riêng để đầy bể
bài toán năng suất công việc, hai tổ sản xuất được giao hoàn thành 110 sản phẩm tổ i vượt kế hoạch 12 sản phẩm tổ ii vượt kế hoạch 10 sản phẩm tổng cộng họ làm được 132 sản phẩm hỏi theo kế hoạch mỗi tổ phải làm bao nhiêu sản phẩm
bài toán năng suất công việc, trong tháng đầu tiên hai tổ sản xuất được 850 sản phẩm sang tháng thứ hai tổ i vượt mức 130 sản phẩm tổ ii vượt mức 170 sản phẩm tổng cộng họ làm được 1150 sản phẩm tính số sản phẩm mỗi tổ sản xuất trong tháng đầu
bài toán năng suất công việc, một đội xe dự định chở hết 170 tấn hàng trong một số ngày mỗi ngày họ chở vượt 6 tấn so với kế hoạch nên hoàn thành sớm hơn 1 ngày chở thêm 6 tấn hỏi theo kế hoạch đội xe chở hết số hàng trong bao nhiêu ngày
bài toán năng suất công việc, một đội xe cần vận chuyển 180 tấn hàng khi sắp khởi hành họ được bổ sung thêm 4 xe nhờ vậy mỗi xe chở ít hơn 3 tấn so với dự kiến hỏi ban đầu đội xe có bao nhiêu chiếc
bài toán năng suất công việc, một đoàn xe dự định điều một số xe cùng loại để vận chuyển 45 tấn hàng khi sắp khởi hành đoàn xe được giao thêm 15 tấn nữa phải điều thêm 2 xe mỗi xe chở thêm 5 tấn tìm số lượng xe dự định
bài toán năng suất công việc, một đoàn xe dự định điều một số xe để vận chuyển 55 tấn hàng khi sắp khởi hành đoàn xe được giao thêm 20 tấn phải điều thêm 3 xe mỗi xe chở thêm 4 tấn tìm số lượng xe dự định
bài toán năng suất công việc, hai tổ sản xuất khẩu trang trong một ngày sản xuất được 1800 chiếc do dịch bệnh tổ i vượt mức 90 sản phẩm tổ ii vượt mức 70 sản phẩm tổng cộng họ sản xuất được 1960 chiếc hỏi ban đầu mỗi tổ sản xuất bao nhiêu chiếc
bài toán năng suất công việc, hai thợ cùng làm một công việc sau 5 giờ hoàn thành nếu một mình người thứ nhất làm lâu hơn người thứ hai 2 giờ hỏi mỗi người làm một mình thì bao lâu xong việc
bài toán năng suất công việc, hai tổ sản xuất được giao 450 sản phẩm tổ i vượt mức 15 sản phẩm tổ ii giảm 10 sản phẩm so với kế hoạch tổng cộng họ làm được 455 sản phẩm hỏi số sản phẩm giao cho mỗi tổ theo kế hoạch là bao nhiêu
bài toán năng suất công việc, hai người cùng làm một công việc sau 12 giờ xong nếu một mình người thứ nhất làm 5 giờ sau đó người thứ hai làm 7 giờ thì xong hỏi mỗi người làm một mình thì bao lâu hoàn thành
bài toán năng suất công việc, hai vòi nước cùng chảy vào bể đầy trong 7 giờ nếu chảy riêng vòi thứ nhất chảy đầy bể nhanh hơn vòi thứ hai 6 giờ tính thời gian mỗi vòi chảy riêng để đầy bể
bài toán năng suất công việc, một đội xe vận chuyển 170 tấn gạo ban đầu họ định dùng một số xe sau đó được bổ sung thêm 5 xe nhờ vậy mỗi xe chở ít hơn 2.5 tấn so với dự kiến hỏi ban đầu đội xe có bao nhiêu chiếc
bài toán năng suất công việc, một vòi nước một ống dẫn cùng chảy vào một bể sau 3 giờ 15 phút bể đầy nước nếu chảy riêng vòi nước đầy bể nhanh hơn ống dẫn 1 giờ 45 phút tính thời gian mỗi vòi chảy riêng để đầy bể
bài toán năng suất công việc, hai tổ sản xuất được giao hoàn thành 130 sản phẩm tổ i vượt kế hoạch 15 sản phẩm tổ ii vượt kế hoạch 12 sản phẩm tổng cộng họ làm được 157 sản phẩm hỏi theo kế hoạch mỗi tổ phải làm bao nhiêu sản phẩm
bài toán năng suất công việc, trong tháng đầu tiên hai tổ sản xuất được 920 sản phẩm sang tháng thứ hai tổ i vượt mức 140 sản phẩm tổ ii vượt mức 160 sản phẩm tổng cộng họ làm được 1220 sản phẩm tính số sản phẩm mỗi tổ sản xuất trong tháng đầu
bài toán năng suất công việc, một đội xe dự định chở hết 190 tấn hàng trong một số ngày mỗi ngày họ chở vượt 8 tấn so với kế hoạch nên hoàn thành sớm hơn 1 ngày chở thêm 8 tấn hỏi theo kế hoạch đội xe chở hết số hàng trong bao nhiêu ngày
bài toán năng suất công việc, một đội xe cần vận chuyển 220 tấn hàng khi sắp khởi hành họ được bổ sung thêm 6 xe nhờ vậy mỗi xe chở ít hơn 3 tấn so với dự kiến hỏi ban đầu đội xe có bao nhiêu chiếc
bài toán năng suất công việc, một đoàn xe dự định điều một số xe cùng loại để vận chuyển 50 tấn hàng khi sắp khởi hành đoàn xe được giao thêm 25 tấn nữa phải điều thêm 4 xe mỗi xe chở thêm 5 tấn tìm số lượng xe dự định
bài toán năng suất công việc, một đội xe vận chuyển 160 tấn gạo ban đầu họ định dùng một số xe sau đó được bổ sung thêm 4 xe nhờ vậy mỗi xe chở ít hơn 2 tấn so với dự kiến hỏi ban đầu đội xe có bao nhiêu chiếc
bài toán năng suất công việc, hai vòi nước cùng chảy vào bể đầy trong 5 giờ nếu chảy riêng vòi thứ nhất chảy nhanh hơn vòi thứ hai 3 giờ tính thời gian mỗi vòi chảy riêng để đầy bể
bài toán năng suất công việc, hai tổ sản xuất được giao hoàn thành 140 sản phẩm tổ i vượt kế hoạch 10 sản phẩm tổ ii vượt kế hoạch 15 sản phẩm tổng cộng họ làm được 165 sản phẩm hỏi theo kế hoạch mỗi tổ phải làm bao nhiêu sản phẩm
bài toán năng suất công việc, trong tháng đầu tiên hai tổ sản xuất được 890 sản phẩm sang tháng thứ hai tổ i vượt mức 110 sản phẩm tổ ii vượt mức 190 sản phẩm tổng cộng họ làm được 1190 sản phẩm tính số sản phẩm mỗi tổ sản xuất trong tháng đầu
bài toán năng suất công việc, một đội xe dự định chở hết 150 tấn hàng trong một số ngày mỗi ngày họ chở vượt 7 tấn so với kế hoạch nên hoàn thành sớm hơn 1 ngày chở thêm 7 tấn hỏi theo kế hoạch đội xe chở hết số hàng trong bao nhiêu ngày
bài toán năng suất công việc, một đội xe cần vận chuyển 190 tấn hàng khi sắp khởi hành họ được bổ sung thêm 5 xe nhờ vậy mỗi xe chở ít hơn 3 tấn so với dự kiến hỏi ban đầu đội xe có bao nhiêu chiếc
bài toán năng suất công việc, một đoàn xe dự định điều một số xe cùng loại để vận chuyển 45 tấn hàng khi sắp khởi hành đoàn xe được giao thêm 15 tấn nữa phải điều thêm 3 xe mỗi xe chở thêm 4 tấn tìm số lượng xe dự định
bài toán năng suất công việc, hai vòi nước cùng chảy vào bể đầy trong 4 giờ nếu chảy riêng vòi thứ nhất chảy nhanh hơn vòi thứ hai 5 giờ tính thời gian mỗi vòi chảy riêng để đầy bể
bài toán năng suất công việc, hai tổ sản xuất được giao hoàn thành 150 sản phẩm tổ i vượt kế hoạch 12 sản phẩm tổ ii vượt kế hoạch 13 sản phẩm tổng cộng họ làm được 175 sản phẩm hỏi theo kế hoạch mỗi tổ phải làm bao nhiêu sản phẩm
bài toán năng suất công việc, trong tháng đầu tiên hai tổ sản xuất được 870 sản phẩm sang tháng thứ hai tổ i vượt mức 130 sản phẩm tổ ii vượt mức 160 sản phẩm tổng cộng họ làm được 1160 sản phẩm tính số sản phẩm mỗi tổ sản xuất trong tháng đầu
bài toán năng suất công việc, một đội xe dự định chở hết 160 tấn hàng trong một số ngày mỗi ngày họ chở vượt 6 tấn so với kế hoạch nên hoàn thành sớm hơn 1 ngày chở thêm 6 tấn hỏi theo kế hoạch đội xe chở hết số hàng trong bao nhiêu ngày
bài toán năng suất công việc, một đội xe cần vận chuyển 170 tấn hàng khi sắp khởi hành họ được bổ sung thêm 4 xe nhờ vậy mỗi xe chở ít hơn 2 tấn so với dự kiến hỏi ban đầu đội xe có bao nhiêu chiếc
bài toán năng suất công việc, hai tổ sản xuất được giao hoàn thành 160 sản phẩm tổ i vượt kế hoạch 15 sản phẩm tổ ii vượt kế hoạch 10 sản phẩm tổng cộng họ làm được 185 sản phẩm hỏi theo kế hoạch mỗi tổ phải làm bao nhiêu sản phẩm
bài toán năng suất công việc, trong tháng đầu tiên hai tổ sản xuất được 920 sản phẩm sang tháng thứ hai tổ i vượt mức 150 sản phẩm tổ ii vượt mức 140 sản phẩm tổng cộng họ làm được 1210 sản phẩm tính số sản phẩm mỗi tổ sản xuất trong tháng đầu
bài toán năng suất công việc, một đội xe dự định chở hết 140 tấn hàng trong một số ngày mỗi ngày họ chở vượt 5 tấn so với kế hoạch nên hoàn thành sớm hơn 1 ngày chở thêm 5 tấn hỏi theo kế hoạch đội xe chở hết số hàng trong bao nhiêu ngày
bài toán năng suất công việc, một đội xe cần vận chuyển 150 tấn hàng khi sắp khởi hành họ được bổ sung thêm 3 xe nhờ vậy mỗi xe chở ít hơn 2 tấn so với dự kiến hỏi ban đầu đội xe có bao nhiêu chiếc
bài toán năng suất công việc, một đoàn xe dự định điều một số xe cùng loại để vận chuyển 35 tấn hàng khi sắp khởi hành đoàn xe được giao thêm 10 tấn nữa phải điều thêm 2 xe mỗi xe chở thêm 4 tấn tìm số lượng xe dự định
