label,problem
bài toán tính tuổi,nhân dịp tựu trường cửa hàng sách a thực hiện chương trình giảm giá cho học sinh khi mua các loại sách bài tập sách giáo khoa sách tham khảo chương trình áp dụng với bộ sách bài tập môn toán lớp 9 trọn bộ bao gồm 5 quyển như sau nếu mua quyển tập 1 thì được giảm 5 so với giá niêm yết nếu mua2tập đầu thì quyển tập 1 được giảm 5 còn quyển tập 2được giảm 10  so với giá niêm yết nếu mua trọn bộ 5quyển thì ngoài hai quyển đầu được giảm giá như trên từ quyển tập 3 trở đi mỗi quyển sẽ được giảm 20  so với giá niêm yết a bạn bình mua trọn bộ 5 quyển sách bài tập toán lớp 9 ở cửa hàng sách a thì phải trả số tiền là bao nhiêu biết rằng mỗi quyển sách bài tập toán lớp 9 có giá niêm yết là 30 000 đồng b cửa hàng sách b áp dụng hình thức giảm giá khác cho loại sách bài tập toán lớp 9 nêu trên là nếu mua từ 3 quyển trở lên thì sẽ giảm giá 5 000 đồng cho mỗi quyển nếu bạn bình mua trọn bộ 5 quyển sách bài tập toán lớp 9 thì bạn bình nên mua ở cửa hàng sách nào để số tiền phải trả ít hơn biết rằng giá niêm yết của hai cửa hàng sách là như nhau 
bài toán tính tuổi,đầu năm 2018 anh nghĩa mua lại một chiếc máy tính xách tay cũ đã sử dụng qua 2 năm với giá là21 400 000đồng cuối năm 2019 sau khi sử dụng được thêm 2 năm nữa anh nghĩa mang chiếc máy tính đó ra cửa hàng để bán lại cửa hàng thông báo mua lại máy với giá chỉ còn 17 000 000 đồng anh nghĩa thắc mắc về sự chênh lệch giữa giá mua giá bán nên được nhân viên cửa hàng giải thích về mối liên hệ giữa giá trị của một chiếc máy tính xách tay với thời gian nó được sử dụng mối liên hệ đó được thể hiện dưới dạng một hàm số bậc nhất y axb có đồ thị như sau axác định các hệ số a b b xác định giá ban đầu của chiếc máy tính xách tay nêu trên khi chưa qua sử dụng 
bài toán tính tuổi,cho một gia đình hộ a kết nối mạng internet cước phí hằng tháng được tính theo công thức sau t 500a45000  trong công thức t là số tiền phải trả hàng tháng a tính bằng giờ là thời gian truy cập internet trong 1 tháng ahãy tính số tiền hộ a phải trả nếu sử dụng 50 giờ trong tháng bqua tháng sau hộ a phải trả 65000đ vậy hộ a đã sử dụng bao nhiêu giờ cho dịch vụ internet 
bài toán tính tuổi,thực hiện chương trình khuyến mãi ngày chủ nhật vàng một cừa hàng điện máy giảm giá 50 trên 1 ti vi cho lô hàng ti vi gồm có 40 cái giá bán lẻ trước đó là 6500000 đồngcái đến trưa cùng ngày thì cửa hàng đã bán được 20 cái cừa hàng quyết định giảm thêm 10 nữa so với giá đã giảm lần 1 cho số ti vi còn lại asố tiền mà cửa hàng đó thu được khi đã bán hết lô hàng ti vi bbiết rằng giá vốn là 2850000 đồngcái ti vi hỏi cửa hàng lời hay lỗ khi bán hết lô hàng ti vi đó 
bài toán tính tuổi,siêu thị thực hiện chương trình giảm giá cho khách hàng mua loại nước rửa chén sunlight loại 45 lít như sau nếu mua 1 can giảm 8000 đồng so với giá niêm yết nếu mua 2 can thì can thứ nhất giảm 8000 đồng can thứ hai giảm 15000 đồng so với giá niêm yết nếu mua từ ba can trở lên thì ngoài hai can đầu được hưởng chương trình giảm giá như trên từ can thứ 3 trở đi mỗi can sẽ được giảm giá 20 so với giá niêm yết ông a mua 5 can nước rửa chén sunlight loại 45 lít ở siêu thị thì phải trả bao nhiêu tiền biết giá niêm yết là 115000 đồngcan 
bài toán tính tuổi,nhằm động viên khen thưởng các em đạt danh hiệu học sinh giỏi cấp thành phố năm học 20182019 trường thcs a tổ chức chuyến tham quan ngoại khóa tại một điểm du lịch với mức giá ban đầu là 375000 đồngngười biết công ty du lịch giảm 10 chi phí cho mỗi giáo viên giảm 30 chi phí cho mỗi học sinh số học sinh tham gia gấp 4 lần số giáo viên tổng chi phí tham quan sau khi giảm giá là 12487500 đồng tính số giáo viên số học sinh đã tham gia chuyến đi 
bài toán tính tuổi,cho vào ngày black friday giá bán 1 bộ máy vi tính được giảm 10 nếu mua online thì được giảm tiếp 5 trên giá đã giảm abình mua online 1 bộ máy vi tính với giá niêm yết là 15000000đồng đã bao gồm thuế vat vào ngày trên thì phải trả bao nhiêu tiền bcùng lúc đó bình mua thêm đĩa cài đặt phần mềm diệt virus abcbản quyền 1 năm phải trả tất cả là 13081500đồng hỏi đĩa cài đặt phần mềm diệt virus abc giá niêm yết là bao nhiêu kết quả làm tròn đến chữ số hàng ngàn 
bài toán tính tuổi,một món đồ có giá là 120000 đồng người ta giảm giá món đồ hai đợt mỗi đợt đều giảm giá làm sau hai đợt giảm giá giá của món đồ là 76800đồng hỏi mỗi đợt giảm giá là bao nhiêu phần trăm 
bài toán tính tuổi,nhân dịp world cup 2018 một cửa hàng thể thao đồng loạt giảm giá toàn bộ sản phẩm trong cửa hàng một áo thể thao giảm 10 một quần thể thao giảm 20 một đôi giày thể thao giảm 30 đặc biệt nếu mua đủ bộ bao gồm 1 quần 1áo 1 đôi giày thì sẽ được giảm tiếp 5 tính theo giá trị của 3 mặt hàng trên sau khi giảm giá bạn an vào cửa hàng mua 3 áo giá 300000 vnđ cái 2 quần giá 250000 cái 1 đôi giày giá 1000000vnđ đôi giá trên là giá chưa giảm vậy số tiền bạn an phải trả là bao nhiêu  
bài toán tính tuổi,giá cước dịch vụ grabbike tại thành phố hồ chí minh từ tháng 22019 là trong 2km đầu tiên có giá 12000đồng mỗi km tiếp theo có giá là 3400 đồng tuy nhiên nhà cung cấp dịch vụ này sẽ cộng thêm cả cước thời gian sau 2km đầu tiên với mức cước 300đồngphút gọi a đồng là tổng giá cước s km là quãng đường đi được t phút là thời gian đi hết quãng đường giả sử tài xế di chuyển 2 km đầu tiên mất 6 phút  như vậy mối quan hệ giữa tổng giá cước thời gian theo công thức sau a12000 s 2 3400 t 6 300 a bạn an đi dịch vụ grabike với quãng đường 10 km trong 30 phút thì bạn an sẽ trả bao nhiêu tiền b bạn an đi dịch vụ grabike với quãng đường 125km trả số tiền là 120000đ hỏi bạn an mất bao nhiêu thời gian kết quả giá tiền làm tròn đến chữ số hàng ngàn thời gian làm tròn đến phút 
bài toán tính tuổi,trong tháng đầu hai tổ làm được 800 sản phẩm sang tháng thứ hai tổ i vượt mức 15 tổ ii vượt mức 20 so với tháng đầu do đó tháng thứ hai cả hai tổ làm được 945 sản phẩm hỏi tháng đầu mỗi tổ làm được bao nhiêu sản phẩm 
bài toán tính tuổi,nhân dịp quốc tế phụ nữ 83 bạn hồng dự định đi siêu thị mua tặng mẹ một cái máy sấy tóc một cái bàn ủi với tổng giá tiền là 720 nghìn đồng vì lễ nên siêu thị giảm giá mỗi máy sấy tóc giảm 10 mỗi bàn ủi giảm 20 nên hồng chỉ phải trả 602 nghìn đồng hỏi giá tiền ban đầu khi chưa trả giá của mỗi máy sấy tóc bàn ủi là bao nhiêu 
bài toán tính tuổi,một công ty du lịch dự định tổ chức một tour du lịch xuyên việt nhân kỉ niệm ngày giải phóng hoàn toàn miền nam 304 công ty dự định nếu giá tour là 2 triệu đồng thì sẽ có khoảng 150 người tham gia để kích thích mọi người tham gia công ty sẽ quyết định giảm giá cứ mỗi lần giảm giá tour 100 nghìn đồng thì sẽ có thêm 20 người tham gia hỏi công ty phải giảm giá tour là bao nhiêu để doanh thu từ tour xuyên việt là lớn nhất 
bài toán tính tuổi,một vé xem phim có giá 60000 đồng khi có đợt giảm giá mỗi ngày số lượng người xem tăng lên 50 do đó doanh thu cũng tăng 25 hỏi giá vé khi được giảm là bao nhiêu 
bài toán tính tuổi,một cửa hàng thời trang nhập về 100 áo với giá vốn 300000 đồng 1 áo đợt một cửa hàng bán hết 80 áo nhân dịp khuyến mãi để bán hết phần còn lại cửa hàng đã giảm giá 30 so với giá niêm yết ở đợt một biết rằng sau khi bán hết số áo của đợt nhập hàng này thì cửa hàng lãi 12300000 đồng atính tổng số tiền cửa hàng thu về khi bán hết 100 áo  bhỏi vào dịp khuyến mãi cửa hàng đó bán một chiếc áo giá bao nhiêu tiền  
bài toán tính tuổi,một người thuê nhà với giá 3 000 000 đồngtháng người đó phải trả tiền dịch vụ giới thiệu là 1 000 000 đồng tiền dịch vụ chỉ trả 1 lần gọi x tháng là khoảng thời gian người đó thuê nhà y đồng là số tiền người đó phải tốn khi thuê nhà trong x tháng aem hãy tìm một hệ thức liên hệ giữa y x btính số tiền người đó phải tốn sau khi ở 2 tháng 6 tháng 
bài toán tính tuổi,trong một xưởng sản xuất đồ gia dụng có tổng cộng 900 thùng hàng mỗi ngày nhân viên sẽ lấy30 thùng hàng để đi phân phối cho các đại lí agọi t là số thùng hàng còn lại trong xưởng sau n ngày hãy lập hàm số t theo n b biết một thùng hàng có giá trị là 2triệu đồng mỗi chuyến xe vận chuyển 30thùng hàng trong mỗi ngày sẽ tốn 25triệu đồng hỏi sau khi bán hết tất cả thùng hàng thì xưởng sẽ lời bao nhiêu tiền  
bài toán tính tuổi,nhân dịp đội tuyển việt nam có thành tích tốt tại vòng loại world cup 2022 châu á một cửa hàng thể thao đồng loạt giảm giá toàn bộ sản phẩm trong cửa hàng một áo thể thao giảm 10 một quần thể thao giảm 20 một đôi giày thể thao giảm 30  đặc biệt nếu mua đủ bộ bao gồm 1 quần 1 áo 1 đôi giày thì sẽ được giảm tiếp 5 tính theo giá trị của 3 mặt hàng trên sau khi giảm giá bạn quang hải vào cửa hàng mua 3 áo giá 300000 vnđcái 2 quần giá 250000 cái 1 đôi giày giá 1000000 vnđđôi giá trên là giá chưa giảm vậy số tiền bạn hải phải trả là bao nhiêu 
bài toán tính tuổi,xe máy honda future vành đúc  đèn led 2018 có giá niêm yết là 31540000 đồng năm 2019 cửa hàng đã giảm giá xe này lần 1 năm 2020 cửa hàng giảm thêm lần nữa trên giá đã giảm với phần trăm bằng lần 1 anh hai chỉ phải trả số tiền 28464850 đồng khi mua xe này hỏi cửa hàng đã giảm giá xe này bao nhiêu phần trăm cho mỗi đợt  
bài toán tính tuổi,một cơ sở sản xuất banh da dự định sản xuất 1 000 trái banh có đường kính 3dm biết 1m2 da giá 200 000 đồng tiền công tiền vật liệu khác là 50 000 đồng hỏi khi người ta bán lẻ một trái banh là 200 000 đồng thì người ta thu được lãi là bao nhiêu phần trăm so với giá vốn cho π314 
bài toán tính tuổi,bạn kim dự định đem vừa đủ số tiền để mua 40quyển tập tại nhà sách nguyễn tri phương tuy nhiên hôm nay nhà sách có chương trình khuyến mãi đầu năm giảm giá 20 mỗi quyển tập hỏi với số tiền bạn kim đem có thể mua được tất cả bao nhiêu quyển tập 
bài toán tính tuổi,nhân dịp tết nguyên đán cửa hàng thể thao đồng loạt giảm giá toàn bộ sản phẩm trong cửa hàng một áo thể thao giảm 10 một quần thể thao giảm 20 một đôi giày thể thao giảm 30 đặc biệt nếu mua đủ bộ bao gồm 1 quần 1áo 1đôi giày thì sẽ được giảm tiếp 5tính theo giá trị của 3 mặt hàng trên sau khi giảm giá bạn an vào cửa hàng mua 3 áo giá 300000 vnđcái 2 quần giá 250000cái 1 đôi giày giá 1000000 vnđ đôi giá trên là giá chưa giảm vậy số tiền bạn an phải trả là bao nhiêu 
bài toán tính tuổi,bà hai đi chợ mua 23 trái táo lê hết 206 000 đồng biết giá một trái táo là 10 000 đồng giá một quả lê là 8 000 đồng hỏi bà hai đã mua bao nhiêu trái táo bao nhiêu trái lê 
bài toán tính tuổi,trong kho hàng có tất cả 800 tấn hàng mỗi ngày người ta đến kho lấy đi 30tấn hàng ahãy viết hàm số biểu thị số hàng còn lại trong kho bhỏi sau mấy ngày thì trong kho còn 260 tấn hàng 
bài toán tính tuổi,một nông trại có tổng số gà vịt là 6000con sau khi bán đi 1600con gà 800con vịt thì số vịt còn lại bằng 80 số gà hỏi sau khi bán nông trại còn lại bao nhiêu con gà bao nhiêu con vịt 
bài toán tính tuổi,thực hiện chương trình khuyến mãi ngày chủ nhật vàng một cửa hàng điện máy giảm giá 50 cho lô hàng ti vi gồm có 40 cái với giá bán lẻ trước đó là 6500 000đồng một cái ti vi đến trưa cùng ngày thì cửa hàng bán được 20 cái ti vi cửa hàng quyết định giảm thêm 10 nữa so với giá đã giảm lần 1 cho số ti vi còn lại atính số tiền mà cửa hàng thu được khi bán hết lô hàng ti vi bbiết rằng giá vốn là 2850000đồngcái ti vi hỏi cửa hàng lời hay lỗ khi bán hết lô hàng ti vi đó 
bài toán tính tuổi,một cửa hàng niêm yết giá bán ghế như sau đơn giá chưa tính thuế giá trị gia tăng mua từ cái thứ 1 đến cái thứ 3 350 000đồng cái mua từ cái thứ 4 đến cái thứ 5 330 000đồng cái mua từ cái thứ 6 trở lên 300 000đồng cái cô hoa muốn mua 20chiếc ghế tính số tiền cô phải trả là bao nhiêu biết khi tính tiền cô phải trả thêm thuế vat là 8 
bài toán tính tuổi,một cửa hàng điện máy đợt noel giảm 1 5 trên giá bán tivi đến ngày tết âm lịch cửa hàng tiếp tục giảm 10 so với đợt 1 nên giá của một chiếc tivi chỉ còn 7650000 đồng hỏi giá ban đầu của một chiếc tivi là bao nhiêu 
bài toán tính tuổi,một vé xem phim có giá 80000 đồng khi có đợt giảm giá mỗi ngày số người xem tăng lên 600 so với lúc chưa giảm giá do đó doanh thu cũng tăng 200 so với lúc chưa giảm 0 0 giá hỏi giá vé khi được giảm là bao nhiêu 
bài toán tính tuổi,cửa hàng a nhập về một số sản phẩm dự định bán mỗi sản phẩm với giá 280000 đồng để đạt được lợi nhuận 40 sau khi bán được một phần ba số sản phẩm cửa hàng nhận thấy sản phẩm bán không chạy nên quyết định giảm giá bán mỗi sản phẩm để đạt lợi nhuận trên toàn bộ sản phẩm là 20 hỏi cửa hàng a bán mỗi sản phẩm còn lại với giá bao nhiêu 
bài toán tính tuổi,mộtngười mua hai loại hàng phải trả tổng cộng 217 triệu đồng kể cả thuế giá trị gia tăng vat với mức 10 đối với loại hàng thứ nhất 8 đối với loại hàng thứ hai nếu áp thuế vat 9 cho cả 2loại hàng thì người đó phải trả tổng cộng 218 triệu đồng hỏi giá tiền mỗi loại hàng là bao nhiêu khi chưa tính thuế vat 
bài toán tính tuổi,công ty viễn thông a cung cấp dịch vụ internet với mức phí ban đầu là 400000đồng phí hàng tháng là 50000 đồng công ty viễn thông b cung cấp dịch vụ internet không tính phí ban đầu phí hàng tháng là 90000 đồng aviết hai hàm số biểu thị mức tính phí khi sử dụng internet của hai công ty viễn thông a công ty viễn thông b bhỏi gia đình ông c sử dụng internet trên mấy tháng thì chọn dịch vụ bên công ty viễn thông a có lợi hơn 
bài toán tính tuổi,hôm qua mẹ của bạn hồng qua tiệm tạp hóa gần nhà mua 20quả trứng gồm 10quả trứng gà 10 quả trứng vịt hết 45000đồng hôm nay mẹ của bạn hồng cũng qua tiệm tạp hóa gần nhà mua 20quả trứng gồm 15quả trứng gà 5quả trứng vịt chỉ hết 42500đồng mà giá trứng thì vẫn như cũ hỏi nếu ngày mai mẹ bạn hồng nhờ bạn hồng qua tiệm tạp hóa trên mua 30 quả trứng gồm 20quả trứng gà 10quả trứng vịt thì mẹ bạn hồng phải đưa cho bạn hồng số tiền vừa đủ là bao nhiêu biết giá trứng không thay đổi 
bài toán tính tuổi,một quyển sách toán ôn tuyển sinh 10 có giá bìa 30 000đồng đang được giảm giá 5 một quyển sách văn ôn tuyển sinh 10 có giá bìa 40 000đồng đang được giàm giá 10trong thời gian giảm giá nhà sách đó bán được tất cả 120 quyển sách văn toán ôn tuyển sinh 10 thu được về số tiền là 3 795 000đồng hỏi nhà sách đó đã bán được bao nhiêu quyển sách văn bao nhiêu quyển sách toán ôn tuyển sinh 10 
bài toán tính tuổi,trong đợt khuyến mãi chào năm học mới nhà sách a thực hiện chương trình giảm giá cho khách hàng như sau khi mua tập loại 96 trang do công ty bsản xuất thì mỗi quyển tập được giảm 10 so với giá niêm yết  khi mua bộ i đúng 10 quyển tập loại 96 trang đóng gói sẵn hoặc bộ ii đúng 20 quyển tập loại 96 trang đóng gói sẵn do công ty csản xuất thì mỗi quyển tập bộ i được giảm 10 so với giá niêm yết còn mỗi quyển tập bộ ii được giảm 15 so với giá niêm yết khách hàng mua lẻ từng quyển tập loại 96 trang do công ty csản xuất thì không được giảm giá biết giá niêm yết của 1 quyển tập 96 trang do hai công ty b công ty csản xuất đều có giá là 8000 đồng a bạn hùng vào nhà sách a mua đúng 10 quyển tập loại 96 trang đóng gói sẵn bộ i do công ty csản xuất thì bạn hùng phải trả số tiền là bao nhiêu b mẹ bạn lan vào nhà sách a mua 25 quyển tập loại 96 trang thì nên mua tập do công ty nào sản xuất để số tiền phải trả là ít hơn mua tất cả tập của cùng một công ty 
bài toán tính tuổi,một buổi sinh hoạt ngoại khóa có 40 học sinh tham dự trong đó nam nhiều hơn nữ trong giờ giải lao mỗi bạn nam mua một ly nước giá 5000 đồngly mỗi bạn nữ mua một bánh ngọt giá 8000 đồngcái các bạn đưa 260 000 đồng được căn  tin thối lại 3 000 đồng hỏi lớp có bao nhiêu học sinh nam bao nhiêu học sinh nữ 
bài toán tính tuổi,một cửa hàng điện máy thực hiện giảm giá 10 trên 1 ti vi cho lo hàng gồm 40 chiếc với giá bán lẻ trước đó là 6500000đchiếcđến trưa cùng ngày thì cửa hàng bán được 20 chiếc khi đó cửa hàng quyết định giảm giá thêm 10 nữa so với giá đang bán a tính số tiền cửa hàng thu được khi bán hết lô hàng ti vi b biết rằng giá vốn là 30500000đchiếc hỏi của hàng có lời hay lỗ khi bán hết lô hàng trên 
